id,CNN_repr,hyper_param,width,height,transform_train,transform_test,train_progress(%),accuracy,score
75,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.5, 0.5, 0.5]}]",100,0.572812291249165,0.7505288354486728
76,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.5678022712090849,0.7443219772879072
77,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.5627922511690047,0.7400356268091716
78,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.5574482297929192,0.7366677800044503
79,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (576 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",39,39,"[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (40, 40), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (39, 39)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.5738142952571811,0.7473836562012893
80,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.2, 0.2, 0.2]}]",100,0.4799599198396794,0.6932476063237535
81,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.2, 0.2, 0.2]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.2, 0.2, 0.2]}]",100,0.5240480961923848,0.720329547984855
82,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]",100,0.5270541082164328,0.7188822088621646
83,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.30000000000000004, 0.30000000000000004, 0.30000000000000004]}]",100,0.5136940547762191,0.7102538410153595
84,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.4, 0.4, 0.4]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.4, 0.4, 0.4]}]",100,0.4438877755511022,0.6637163215319459
85,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.4, 0.4, 0.4]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.4, 0.4, 0.4]}]",100,0.5083500334001336,0.7111445112447075
86,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.5, 0.5, 0.5]}]",100,0.4966599866399466,0.7007626363838737
87,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.5, 0.5, 0.5]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.5, 0.5, 0.5]}]",100,0.4645958583834336,0.6728735248274273
88,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.4926519706078824,0.692440436428408
89,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomHorizontalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.6000000000000001, 0.6000000000000001, 0.6000000000000001]}]",100,0.5444221776887107,0.7295702516143374
90,"ShortNet (
  (layer1): Sequential (
    (0): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(64, 32, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (layer2): Sequential (
    (0): Conv2d(32, 32, kernel_size=(3, 3), stride=(1, 1))
    (1): ReLU ()
    (2): Conv2d(32, 16, kernel_size=(3, 3), stride=(1, 1))
    (3): ReLU ()
    (4): MaxPool2d (size=(2, 2), stride=(2, 2), dilation=(1, 1))
  )
  (fc1): Linear (1024 -> 120)
  (fc2): Linear (120 -> 84)
  (fc3): Linear (84 -> 4)
)","OrderedDict([('criterion', CrossEntropyLoss (
)), ('num_epochs', 5), ('optimizer_args', {'lr': 0.001}), ('optimizer_func', <class 'torch.optim.adam.Adam'>)])",45,45,"[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45), 'scale': (0.08, 1.0), 'ratio': (0.75, 1.3333333333333333), 'interpolation': 2}, {'type': 'RandomVerticalFlip'}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]","[{'type': 'Resize', 'size': (46, 46), 'interpolation': 2}, {'type': 'RandomResizedCrop', 'size': (45, 45)}, {'type': 'ToTensor'}, {'type': 'Normalize', 'mean': [0.2, 0.2, 0.2], 'std': [0.7000000000000001, 0.7000000000000001, 0.7000000000000001]}]",100,0.4859719438877755,0.6927744377644115
